Source,Destination,Distance
Detroit,FortWorth,1993
LosAngeles,Raleigh,4350
LongBeach,VirginiaBeach,4669
Bakersfield,SanFrancisco,2293
Phoenix,Seattle,4947
Denver,Seattle,4670
Arlington,LasVegas,4691
Miami,Phoenix,4655
NewYork,Raleigh,974
Tulsa,ColoradoSprings,2314
LosAngeles,Chicago,1822
Washington,Portland,1858
LasVegas,Albuquerque,2171
Atlanta,Raleigh,666
SanDiego,NewYork,1144
Seattle,Wichita,3810
Albuquerque,FortWorth,2609
NewYork,Tulsa,3396
Miami,Portland,1943
Austin,Miami,2827
VirginiaBeach,Cleveland,743
Nashville,VirginiaBeach,1723
Nashville,Louisville,4387
Seattle,FortWorth,3614
Bakersfield,NewOrleans,4156
KansasCity,FortWorth,2489
Arlington,Columbus,1526
SanDiego,Memphis,4540
Bakersfield,Dallas,4867
Miami,Minneapolis,4228
Austin,FortWorth,3766
Charlotte,VirginiaBeach,3662
Indianapolis,Houston,153
Chicago,Phoenix,4221
Mesa,Milwaukee,2067
Aurora,Minneapolis,1732
Tulsa,Tampa,2987
Portland,LosAngeles,2219
Philadelphia,Sacramento,3829
Bakersfield,Baltimore,4538
Albuquerque,Nashville,3687
LasVegas,FortWorth,1155
FortWorth,Columbus,4949
Columbus,OklahomaCity,4644
Milwaukee,ElPaso,4850
Honolulu,Boston,1409
KansasCity,Albuquerque,2809
Tampa,Tucson,3311
Tucson,Philadelphia,2557
Bakersfield,Tucson,4009
Raleigh,Boston,2940
SanAntonio,Aurora,851
Dallas,SanAntonio,521
Aurora,Fresno,4931
LosAngeles,Tulsa,1289
Minneapolis,Nashville,1488
SantaAna,Mesa,602
Baltimore,Milwaukee,1750
Minneapolis,OklahomaCity,1389
Washington,Boston,3728
Anaheim,Mesa,4280
Wichita,Mesa,2041
Boston,VirginiaBeach,2273
Oakland,Phoenix,3656
Albuquerque,Chicago,92
Denver,Raleigh,3586
Mesa,Sacramento,452
OklahomaCity,SanDiego,2726
SanDiego,SanFrancisco,2374
Cleveland,FortWorth,2566
Dallas,Anaheim,1308
Arlington,Austin,2509
Washington,KansasCity,164
KansasCity,Raleigh,3239
SanAntonio,LosAngeles,128
Atlanta,Fresno,1670
VirginiaBeach,Chicago,790
Detroit,Fresno,562
Albuquerque,Houston,167
Portland,Nashville,1566
Portland,Houston,1158
SanFrancisco,Austin,624
Arlington,Mesa,1070
Boston,Milwaukee,4949
Minneapolis,Cleveland,1691
Anaheim,SanAntonio,2861
Aurora,Phoenix,735
Milwaukee,Aurora,4630
Albuquerque,Omaha,4833
Tampa,Seattle,240
Tucson,Tampa,3421
Milwaukee,Bakersfield,4896
KansasCity,Raleigh,80
Chicago,Tulsa,1807
Raleigh,Tulsa,1929
Tulsa,Nashville,332
Houston,Sacramento,5000
LasVegas,OklahomaCity,2181
Sacramento,KansasCity,3268
Seattle,SanDiego,3769
Houston,OklahomaCity,3474
Baltimore,Sacramento,996
ElPaso,Austin,3642
Austin,SanFrancisco,2415
Albuquerque,Minneapolis,765
Louisville,Bakersfield,4002
Arlington,Indianapolis,4822
Seattle,Louisville,2391
Detroit,NewYork,3956
Jacksonville,Tulsa,2177
Albuquerque,Wichita,3779
OklahomaCity,Mesa,3049
Houston,SanDiego,503
Omaha,Denver,910
Wichita,Phoenix,2024
Sacramento,Portland,2692
Cleveland,SanAntonio,1319
Indianapolis,Cleveland,3106
ColoradoSprings,Baltimore,3563
Indianapolis,Charlotte,1857
Portland,Anaheim,3378
Omaha,Fresno,4491
Chicago,Columbus,2285
Columbus,Omaha,4576
Sacramento,Chicago,2017
Chicago,FortWorth,2517
Charlotte,VirginiaBeach,2729
Denver,ElPaso,4657
Washington,Philadelphia,4746
NewYork,Jacksonville,532
LasVegas,Sacramento,2985
Baltimore,Sacramento,1892
SanFrancisco,Portland,2560
Miami,Aurora,383
Philadelphia,Austin,1611
NewOrleans,Mesa,3485
Detroit,Phoenix,1027
Seattle,Minneapolis,971
SanDiego,Charlotte,2763
Omaha,Raleigh,2294
VirginiaBeach,Chicago,2856
Mesa,Albuquerque,574
KansasCity,LasVegas,2131
Minneapolis,Nashville,2543
LongBeach,Minneapolis,4730
Arlington,ColoradoSprings,2281
Washington,Portland,3895
SanFrancisco,Austin,975
Dallas,Chicago,1099
Bakersfield,ElPaso,2848
Memphis,Miami,588
LongBeach,Cleveland,1931
SantaAna,LosAngeles,4713
LosAngeles,Albuquerque,4332
Atlanta,Denver,3850
LongBeach,OklahomaCity,3710
Atlanta,Portland,1174
Miami,LasVegas,3516
ColoradoSprings,OklahomaCity,3526
Louisville,Cleveland,1700
Bakersfield,LosAngeles,4525
ElPaso,Dallas,1688
Miami,Austin,2755
Raleigh,NewOrleans,1693
Milwaukee,Albuquerque,3097
Sacramento,Tampa,1616
Dallas,Denver,1122
Honolulu,Albuquerque,1354
Oakland,Honolulu,4976
Houston,Chicago,3574
ElPaso,ColoradoSprings,2870
KansasCity,Charlotte,525
Minneapolis,Seattle,1774
Seattle,Boston,3577
Charlotte,Indianapolis,4408
ElPaso,Columbus,3777
Chicago,Anaheim,797
Honolulu,Tucson,359
Oakland,Baltimore,1514
Arlington,Portland,866
Minneapolis,SanAntonio,4051
LasVegas,Columbus,1393
Washington,Honolulu,4548
Raleigh,LasVegas,2950
Columbus,Jacksonville,3427
Baltimore,Denver,3948
Mesa,Portland,1806
Louisville,Tulsa,3837
Philadelphia,Tulsa,524
Honolulu,Dallas,3841
Houston,Jacksonville,4256
Indianapolis,Bakersfield,415
Minneapolis,SanDiego,3065
Wichita,Miami,3128
Tucson,KansasCity,4167
Minneapolis,SanFrancisco,581
Baltimore,FortWorth,178
Anaheim,Tampa,3094
Miami,LosAngeles,4530
Washington,Memphis,4998
Baltimore,Tampa,519
Fresno,NewYork,1006
Oakland,OklahomaCity,813
Charlotte,Louisville,3927
Minneapolis,Louisville,2748
SanAntonio,Dallas,4364
Fresno,Milwaukee,2286
Columbus,Austin,2776
Honolulu,Denver,55
Tulsa,Mesa,2268
Chicago,Omaha,847
ElPaso,Wichita,4708
Austin,Chicago,1927
Indianapolis,Anaheim,2163
Cleveland,Portland,2822
Phoenix,Dallas,573
Boston,Chicago,837
LosAngeles,Atlanta,1542
LasVegas,NewYork,1312
FortWorth,Phoenix,3476
LongBeach,Columbus,4512
LasVegas,Seattle,2940
Mesa,Portland,2109
Washington,Nashville,3392
Bakersfield,Nashville,4854
Anaheim,VirginiaBeach,1625
Houston,Wichita,3655
Dallas,Miami,2239
Tampa,Honolulu,4720
Anaheim,LosAngeles,889
SanDiego,Indianapolis,2584
Chicago,Aurora,4418
LasVegas,Sacramento,633
Dallas,Denver,4623
Anaheim,Dallas,2232
Nashville,NewYork,3225
Sacramento,Nashville,3896
Houston,Aurora,4816
NewOrleans,Raleigh,1389
Portland,Sacramento,4341
Houston,Denver,3216
Omaha,Miami,2511
Phoenix,VirginiaBeach,1500
ElPaso,Indianapolis,4835
ColoradoSprings,NewYork,2007
Baltimore,Austin,1833
Charlotte,VirginiaBeach,4413
Denver,Detroit,1696
NewOrleans,Cleveland,3177
Tulsa,Portland,300
Mesa,Austin,3461
Seattle,Raleigh,2530
Honolulu,Sacramento,4816
Austin,Louisville,1856
Honolulu,Minneapolis,4911
Jacksonville,Austin,4602
Portland,Honolulu,211
Milwaukee,Detroit,3162
Nashville,LasVegas,3469
NewYork,Jacksonville,4108
ElPaso,SanDiego,3228
Wichita,VirginiaBeach,1324
Cleveland,LosAngeles,2897
Bakersfield,Aurora,3142
Austin,OklahomaCity,2182
SantaAna,OklahomaCity,884
Tucson,Boston,1346
Oakland,Mesa,2330
Portland,LongBeach,1722
Miami,VirginiaBeach,3667
Aurora,Columbus,2071
NewYork,Dallas,4969
LongBeach,Milwaukee,390
Portland,Bakersfield,710
NewYork,Sacramento,1046
Columbus,LasVegas,4980
Fresno,Arlington,1528
Atlanta,LasVegas,2823
Minneapolis,SanDiego,3710
NewYork,Washington,2691
Indianapolis,NewOrleans,3989
Fresno,LasVegas,4220
Aurora,Honolulu,1960
LongBeach,Dallas,3119
SanAntonio,LongBeach,2028
Atlanta,Wichita,4273
Washington,Minneapolis,68
Chicago,Atlanta,2993
LasVegas,Nashville,4232
Charlotte,Omaha,4457
Memphis,Oakland,4203
Bakersfield,OklahomaCity,3955
FortWorth,Phoenix,3411
Arlington,LongBeach,86
Anaheim,ElPaso,4829
ColoradoSprings,Indianapolis,577
SanAntonio,Milwaukee,1693
Omaha,Atlanta,4640
ElPaso,Dallas,4495
Tucson,NewYork,1802
Minneapolis,Honolulu,3775
Chicago,FortWorth,4674
Aurora,Miami,2684
Wichita,ElPaso,4179
Louisville,NewYork,292
Tulsa,LasVegas,468
VirginiaBeach,Tulsa,2989
Denver,NewOrleans,4146
NewYork,KansasCity,1817
Columbus,Atlanta,4104
SantaAna,Denver,2454
Washington,Nashville,1777
Albuquerque,Atlanta,2459
KansasCity,Arlington,4139
Boston,Detroit,1434
Indianapolis,Raleigh,2269
OklahomaCity,ElPaso,1833
Austin,Minneapolis,1649
VirginiaBeach,Minneapolis,4472
Philadelphia,Memphis,2207
Anaheim,Nashville,2474
Wichita,Oakland,3713
Cleveland,Tucson,2688
Columbus,VirginiaBeach,4010
Honolulu,Columbus,4805
Indianapolis,Anaheim,3839
Jacksonville,Fresno,1883
Tulsa,Tampa,3961
LasVegas,Tucson,2767
Detroit,Honolulu,2090
Nashville,Honolulu,4951
VirginiaBeach,LosAngeles,4411
Mesa,SantaAna,3559
LasVegas,Houston,3325
LongBeach,NewYork,4813
Chicago,ColoradoSprings,3225
Bakersfield,Omaha,591
Atlanta,Sacramento,4511
LasVegas,ColoradoSprings,1952
Dallas,Bakersfield,1418
OklahomaCity,SanFrancisco,646
LongBeach,VirginiaBeach,3504
Miami,Minneapolis,3981
Baltimore,VirginiaBeach,3883
ColoradoSprings,Albuquerque,1251
Nashville,SanDiego,4589
Chicago,Nashville,961
Charlotte,Austin,3466
VirginiaBeach,Mesa,1095
Sacramento,LosAngeles,4608
NewYork,Omaha,1128
Wichita,LasVegas,1860
Wichita,Albuquerque,179
Dallas,Charlotte,4018
SanDiego,SanFrancisco,4536
Fresno,Bakersfield,4178
OklahomaCity,NewYork,1599
ColoradoSprings,OklahomaCity,1854
Honolulu,Tucson,2685
Detroit,Fresno,2861
SanDiego,Atlanta,3826
Arlington,Honolulu,2105
Washington,Columbus,4593
Detroit,Oakland,2858
KansasCity,Milwaukee,2825
Oakland,Nashville,2557
Milwaukee,Louisville,4325
Honolulu,Bakersfield,1737
Raleigh,Anaheim,4816
Nashville,ColoradoSprings,2868
Philadelphia,LosAngeles,4789
Washington,Detroit,1016
VirginiaBeach,KansasCity,95
ElPaso,SanFrancisco,2664
ElPaso,Anaheim,3253
Philadelphia,Minneapolis,4114
Louisville,Denver,665
Cleveland,NewYork,3835
ColoradoSprings,SanDiego,256
Indianapolis,Bakersfield,2579
Baltimore,Anaheim,4769
Honolulu,LasVegas,3360
FortWorth,Oakland,4501
Detroit,Cleveland,412
Phoenix,Philadelphia,2026
Minneapolis,Honolulu,4812
Honolulu,SanFrancisco,478
Bakersfield,Philadelphia,4064
Arlington,FortWorth,2990
Dallas,Detroit,132
Chicago,Arlington,2615
Philadelphia,Miami,1940
NewOrleans,Houston,1738
Arlington,Nashville,3451
Denver,SanDiego,4338
Jacksonville,Mesa,2640
Chicago,Memphis,895
Chicago,Cleveland,4075
KansasCity,Fresno,4131
Tampa,FortWorth,3360
Denver,Mesa,3904
Columbus,NewYork,3756
NewOrleans,Bakersfield,4578
Miami,SanFrancisco,1988
Boston,SanDiego,4363
Wichita,ColoradoSprings,1832
Albuquerque,VirginiaBeach,2120
Portland,Omaha,369
SanFrancisco,Houston,4074
Louisville,Chicago,69
Portland,Raleigh,4815
Wichita,SanAntonio,4360
Tampa,SanAntonio,1625
Nashville,Bakersfield,4703
NewOrleans,LongBeach,1382
Wichita,Tampa,1452
OklahomaCity,Tampa,3239
SanDiego,Seattle,2059
ElPaso,Seattle,1369
Baltimore,Wichita,3960
Oakland,Detroit,3955
Philadelphia,Denver,1533
Tucson,Baltimore,940
Seattle,Sacramento,1005
LosAngeles,Seattle,2839
Washington,Aurora,714
LongBeach,LosAngeles,1367
SanAntonio,Louisville,2419
Jacksonville,Tulsa,241
Tampa,Philadelphia,2605
Phoenix,Sacramento,1180
Indianapolis,FortWorth,997
LasVegas,Cleveland,1271
Albuquerque,SanFrancisco,3373
Phoenix,Austin,4615
Anaheim,SanAntonio,461
OklahomaCity,ElPaso,4766
LosAngeles,Tucson,3908
Albuquerque,Tulsa,3217
Honolulu,NewOrleans,4673
ColoradoSprings,Atlanta,490
Chicago,Indianapolis,166
Columbus,SantaAna,1337
Tulsa,Dallas,1982
Columbus,SantaAna,1978
Washington,Columbus,4368
ColoradoSprings,Minneapolis,3203
Chicago,KansasCity,3166
SantaAna,Baltimore,1636
OklahomaCity,Memphis,1977
Baltimore,Anaheim,758
Boston,LongBeach,371
Washington,Tampa,1600
Boston,Tulsa,773
Chicago,NewYork,218
Honolulu,Louisville,2437
OklahomaCity,Milwaukee,4176
NewOrleans,Mesa,3663
Phoenix,Washington,1467
Anaheim,KansasCity,3483
Charlotte,Wichita,245
NewYork,Mesa,4046
Phoenix,Aurora,3736
Tulsa,Raleigh,4238
Milwaukee,Houston,3240
Austin,Wichita,576
Mesa,Indianapolis,3237
Arlington,Denver,123
Jacksonville,Chicago,4686
LosAngeles,Chicago,337
Fresno,Detroit,225
Honolulu,Cleveland,2377
Boston,Washington,1685
LongBeach,NewOrleans,2017
Philadelphia,LasVegas,1906
Chicago,Portland,599
SanFrancisco,Detroit,2538
Milwaukee,Albuquerque,3874
Philadelphia,Tucson,3373
ElPaso,Atlanta,4978
Miami,Phoenix,2067
Mesa,Tampa,1738
Charlotte,SantaAna,1035
Arlington,Tucson,3199
Mesa,Tucson,1875
Washington,LongBeach,2940
Louisville,Raleigh,367
SanDiego,Minneapolis,726
Mesa,LosAngeles,4498
KansasCity,Tulsa,2132
Portland,Nashville,3925
Milwaukee,LosAngeles,1070
Tucson,Nashville,3597
SanAntonio,Arlington,2985
Washington,SanFrancisco,2433
Philadelphia,KansasCity,1022
SantaAna,Albuquerque,1429
Anaheim,Atlanta,2878
Philadelphia,Sacramento,2178
Columbus,Denver,1038
LongBeach,Arlington,3253
Mesa,Miami,3452
Columbus,ElPaso,4008
SanAntonio,SantaAna,4387
Portland,KansasCity,3160
Cleveland,Honolulu,2584
Tampa,LosAngeles,2437
SantaAna,LasVegas,691
KansasCity,Tucson,2848
Boston,Tucson,2101
Portland,Tulsa,3604
Tucson,Atlanta,4328
Atlanta,Seattle,327
Nashville,Austin,3898
Fresno,Nashville,1176
Milwaukee,Indianapolis,597
Seattle,Arlington,3823
Wichita,Milwaukee,2936
Cleveland,NewOrleans,538
ColoradoSprings,LongBeach,3570
Arlington,ElPaso,3304
Detroit,Miami,4920
Jacksonville,Denver,2581
Atlanta,Mesa,932
Minneapolis,Philadelphia,2905
Anaheim,Oakland,4986
Nashville,LasVegas,4291
Louisville,Sacramento,4925
Tampa,Baltimore,330
Boston,SanDiego,4098
Portland,SanDiego,1009
Miami,Milwaukee,287
Anaheim,Washington,4995
Wichita,KansasCity,3910
Washington,Raleigh,2129
Dallas,Philadelphia,3920
Portland,KansasCity,4853
Louisville,KansasCity,3215
Indianapolis,Baltimore,4599
OklahomaCity,Jacksonville,2561
Sacramento,Minneapolis,302
Washington,Portland,1537
KansasCity,NewOrleans,2152
ColoradoSprings,LosAngeles,1352
SanFrancisco,Detroit,4627
Omaha,Chicago,2655
Raleigh,KansasCity,1590
Austin,LasVegas,1765
Dallas,LongBeach,268
Indianapolis,Arlington,293
Austin,Anaheim,2668
Charlotte,ColoradoSprings,4173
Honolulu,Jacksonville,2697
Arlington,FortWorth,3758
Columbus,Milwaukee,3410
Philadelphia,Fresno,4024
VirginiaBeach,Boston,1896
NewOrleans,Omaha,3756
Wichita,Omaha,855
Columbus,LosAngeles,3504
Houston,NewYork,1126
Mesa,Atlanta,2595
Oakland,Austin,490
Fresno,ElPaso,1191
VirginiaBeach,Sacramento,4475
Miami,SanAntonio,3630
SantaAna,Tucson,713
Tampa,Phoenix,1168
SanAntonio,Philadelphia,4872
Tampa,Tulsa,1022
Houston,Honolulu,486
Wichita,Baltimore,499
Columbus,Miami,288
NewYork,Baltimore,1813
Tucson,Albuquerque,3200
Phoenix,Omaha,2204
NewYork,LasVegas,3492
Aurora,Seattle,3644
LasVegas,Aurora,2960
Philadelphia,Louisville,772
Tampa,Seattle,604
ColoradoSprings,Austin,2017
LasVegas,Charlotte,3705
Raleigh,NewYork,823
Louisville,Bakersfield,2660
Washington,Minneapolis,2586
Albuquerque,Nashville,2636
SanDiego,Detroit,2622
Memphis,LosAngeles,4048
Miami,Memphis,1734
Omaha,Raleigh,2434
Tucson,Miami,343
Fresno,Jacksonville,125
Aurora,Cleveland,419
Austin,Milwaukee,3810
Bakersfield,Seattle,4066
SanAntonio,Wichita,660
Anaheim,Chicago,3496
Columbus,ColoradoSprings,2683
Boston,Milwaukee,1163
Columbus,Mesa,1917
Tulsa,Tucson,1340
Aurora,Albuquerque,4738
Detroit,Raleigh,685
Wichita,Atlanta,224
Wichita,ElPaso,2771
Washington,Philadelphia,4092
VirginiaBeach,Boston,2426
Mesa,LosAngeles,4895
Raleigh,KansasCity,917
LasVegas,Minneapolis,423
Baltimore,Boston,4957
SanAntonio,Aurora,2707
Atlanta,KansasCity,4904
Austin,LosAngeles,4469
Memphis,Portland,2718
Chicago,ElPaso,408
Honolulu,Phoenix,2323
Louisville,Arlington,2497
Phoenix,Oakland,2553
Tulsa,LosAngeles,4601
Nashville,Minneapolis,1241
Oakland,Aurora,2963
ElPaso,OklahomaCity,2357
Cleveland,FortWorth,1822
LasVegas,Chicago,1191
Chicago,FortWorth,3262
NewYork,Sacramento,2423
Dallas,Albuquerque,4585
Honolulu,SanDiego,4837
Sacramento,Oakland,3911
Atlanta,Philadelphia,2306
Dallas,Philadelphia,1691
Miami,OklahomaCity,2588
Bakersfield,Charlotte,444
SantaAna,Columbus,4410
Austin,Nashville,1179
Bakersfield,SanFrancisco,2267
Oakland,NewOrleans,2079
Miami,SantaAna,4044
Raleigh,Fresno,1834
OklahomaCity,Detroit,4503
Boston,KansasCity,103
Wichita,Milwaukee,2456
Chicago,OklahomaCity,3412
Dallas,Portland,4916
OklahomaCity,Columbus,1441
Nashville,OklahomaCity,1940
Minneapolis,Indianapolis,2527
SanDiego,Portland,4772
Wichita,Chicago,4791
Portland,Anaheim,2068
SanAntonio,LongBeach,2091
Phoenix,Nashville,1258
Columbus,Indianapolis,1253
KansasCity,LongBeach,4097
Seattle,Aurora,2540
NewYork,Aurora,4871
Wichita,Oakland,389
Baltimore,Phoenix,4566
Wichita,Indianapolis,2868
Miami,NewOrleans,4895
SanFrancisco,Detroit,1171
Austin,Tucson,4942
Boston,VirginiaBeach,2510
Arlington,Austin,2566
Cleveland,Philadelphia,3336
Tulsa,SantaAna,4548
Baltimore,NewYork,4922
Charlotte,Phoenix,4340
Mesa,NewYork,1920
Raleigh,Bakersfield,689
Wichita,Honolulu,1954
SanDiego,NewOrleans,824
Cleveland,SanDiego,2577
Washington,Honolulu,1277
NewOrleans,ElPaso,2566
Cleveland,Louisville,4109
Baltimore,Jacksonville,364
Sacramento,Memphis,4285
NewYork,Seattle,3185
Bakersfield,Denver,1771
Portland,Tucson,1953
Dallas,Portland,3354
Tucson,Raleigh,250
OklahomaCity,ElPaso,2073
Aurora,FortWorth,4507
Philadelphia,Seattle,2080
SanFrancisco,VirginiaBeach,2832
Tucson,Houston,2426
Bakersfield,Washington,2783
Baltimore,NewOrleans,2836
Boston,Jacksonville,2765
Houston,Chicago,3959
Dallas,Tucson,875
ColoradoSprings,Phoenix,2156
Philadelphia,Raleigh,4359
Baltimore,Detroit,2499
Bakersfield,Atlanta,4348
FortWorth,Wichita,692
Cleveland,Phoenix,2739
LosAngeles,Portland,314
Austin,Jacksonville,1437
Milwaukee,Aurora,404
Atlanta,Columbus,2602
Austin,Jacksonville,3926
Albuquerque,SantaAna,1660
Chicago,Sacramento,3902
Cleveland,SanAntonio,290
Philadelphia,Phoenix,4428
Milwaukee,Indianapolis,1776
ElPaso,Philadelphia,909
FortWorth,Boston,1925
Chicago,ColoradoSprings,3276
LasVegas,Albuquerque,3178
Austin,Jacksonville,3259
Jacksonville,Philadelphia,4983
Denver,Indianapolis,1964
Nashville,Phoenix,1774
Albuquerque,Wichita,802
Phoenix,Aurora,3856
Albuquerque,FortWorth,3588
Anaheim,SanFrancisco,3913
NewOrleans,Portland,669
Memphis,Bakersfield,2769
Sacramento,ElPaso,3696
Albuquerque,Boston,4887
Detroit,Louisville,544
Albuquerque,Sacramento,997
Phoenix,ColoradoSprings,4800
ColoradoSprings,Oakland,4276
Memphis,Miami,3176
Phoenix,Charlotte,3634
Nashville,Milwaukee,3919
Raleigh,Anaheim,4317
OklahomaCity,Baltimore,1938
Columbus,LongBeach,4114
Austin,Anaheim,815
Columbus,Fresno,2480
Chicago,Wichita,4189
LasVegas,Arlington,3305
Minneapolis,Dallas,149
SanFrancisco,Washington,3353
Miami,Baltimore,1652
Arlington,Atlanta,4417
FortWorth,ElPaso,4919
Sacramento,NewYork,946
Tampa,Boston,3461
Albuquerque,Wichita,3748
Louisville,SanFrancisco,3604
Dallas,Charlotte,4470
Houston,OklahomaCity,2433
LosAngeles,Austin,2582
LasVegas,Albuquerque,1301
Tampa,Houston,3938
Minneapolis,Milwaukee,2724
Memphis,SanFrancisco,4177
Milwaukee,Philadelphia,2667
Albuquerque,VirginiaBeach,1352
Wichita,Boston,1307
Philadelphia,Mesa,4495
Indianapolis,Seattle,2461
Detroit,Aurora,290
KansasCity,Memphis,3932
NewOrleans,LasVegas,363
Philadelphia,Phoenix,3464
Aurora,Detroit,1368
Baltimore,Washington,1663
Portland,SantaAna,4443
Washington,Cleveland,4894
Albuquerque,Wichita,2674
Raleigh,Atlanta,2420
Oakland,Albuquerque,1625
Honolulu,Denver,1925
LasVegas,Dallas,3178
Phoenix,Bakersfield,3793
Houston,VirginiaBeach,2984
Phoenix,Seattle,3477
Memphis,Miami,1703
Denver,Fresno,2508
Portland,Honolulu,1600
Dallas,Phoenix,4361
Aurora,Washington,4369
Detroit,NewOrleans,4285
SanDiego,NewOrleans,2451
Oakland,ElPaso,3683
Austin,Bakersfield,4224
NewOrleans,Detroit,1566
ColoradoSprings,NewOrleans,1154
Honolulu,Arlington,3464
Tampa,Baltimore,2194
Wichita,Chicago,3744
OklahomaCity,Arlington,964
SanDiego,Oakland,3964
Dallas,Philadelphia,1360
SanAntonio,Nashville,2613
Nashville,Portland,679
SantaAna,Boston,2933
Tulsa,Philadelphia,2132
OklahomaCity,NewYork,3677
Omaha,Tulsa,343
Charlotte,Milwaukee,4248
Baltimore,Portland,3824
LosAngeles,Fresno,2589
Denver,Albuquerque,527
Raleigh,FortWorth,3231
KansasCity,Baltimore,658
Tucson,Washington,739
Cleveland,Honolulu,1738
Houston,ColoradoSprings,2149
ElPaso,Boston,4317
OklahomaCity,Honolulu,3113
Milwaukee,Miami,215
Charlotte,Columbus,2600
Aurora,Oakland,4260
Bakersfield,Mesa,1363
KansasCity,Columbus,278
Seattle,ColoradoSprings,3766
Cleveland,Tulsa,761
Milwaukee,VirginiaBeach,1756
SanDiego,Raleigh,3970
Honolulu,Baltimore,1418
Austin,Mesa,1772
NewOrleans,Tampa,2999
Boston,Austin,3503
Honolulu,Boston,3745
Memphis,Charlotte,4171
Houston,Tucson,2075
Detroit,Sacramento,3094
Seattle,Omaha,2772
Boston,Tucson,3249
Tucson,Wichita,2435
Washington,Detroit,2395
SanDiego,FortWorth,149
OklahomaCity,Sacramento,4098
SanFrancisco,Bakersfield,4966
Charlotte,Sacramento,4135
Houston,Fresno,4931
Jacksonville,Dallas,4649
Mesa,Fresno,3599
Milwaukee,Boston,554
Baltimore,Honolulu,1744
Chicago,Phoenix,1972
Albuquerque,Milwaukee,927
Memphis,Tampa,4368
Cleveland,Columbus,1453
FortWorth,Mesa,1052
Phoenix,Denver,4985
SanFrancisco,Boston,633
Charlotte,Boston,3620
LongBeach,Portland,163
Miami,Albuquerque,4876
Chicago,Nashville,4925
Aurora,LosAngeles,4038
Tulsa,Jacksonville,2029
Indianapolis,Dallas,2077
Atlanta,SanFrancisco,4974
Denver,Tampa,1406
LasVegas,Bakersfield,1144
Louisville,Charlotte,1621
Nashville,LasVegas,4179
Phoenix,Anaheim,3653
FortWorth,Nashville,197
SanDiego,Mesa,2399
Dallas,Memphis,4109
Anaheim,Tampa,2740
Louisville,Minneapolis,78
OklahomaCity,Mesa,3398
Houston,Charlotte,1255
Raleigh,SanAntonio,1578
Atlanta,SantaAna,4819
Honolulu,Philadelphia,1453
SantaAna,Sacramento,4010
Chicago,VirginiaBeach,545
SanFrancisco,Washington,1116
Denver,SanDiego,863
SanFrancisco,Detroit,3906
Indianapolis,ElPaso,4171
Milwaukee,SanAntonio,2030
LasVegas,Minneapolis,1466
Tucson,NewYork,827
Jacksonville,OklahomaCity,3112
Cleveland,LasVegas,187
Fresno,Wichita,170
Aurora,LasVegas,3893
Baltimore,Tulsa,547
LasVegas,LongBeach,4806
Mesa,Tampa,603
ElPaso,Tucson,2796
OklahomaCity,KansasCity,4210
FortWorth,Indianapolis,3417
Sacramento,LasVegas,2927
SanAntonio,NewYork,1888
Oakland,Mesa,2802
ColoradoSprings,NewYork,1458
Phoenix,Jacksonville,3553
SantaAna,LasVegas,234
Minneapolis,OklahomaCity,3190
Houston,Louisville,2631
Wichita,Mesa,1067
NewYork,Cleveland,1892
Tampa,Omaha,4391
Miami,Baltimore,3617
LasVegas,SanAntonio,864
Philadelphia,Washington,1131
Arlington,Minneapolis,2814
Tucson,Fresno,2644
LosAngeles,KansasCity,902
Cleveland,Minneapolis,3245
Minneapolis,Dallas,955
Portland,Dallas,2196
Oakland,Baltimore,4512
Houston,Phoenix,4978
Seattle,Austin,195
Fresno,SantaAna,4897
Tampa,KansasCity,4307
Nashville,Fresno,1874
Dallas,Seattle,1080
Portland,Milwaukee,503
SantaAna,OklahomaCity,3702
Honolulu,Oakland,4894
LosAngeles,SanDiego,1894
Houston,VirginiaBeach,2070
Wichita,Arlington,2754
Detroit,Baltimore,3849
Cleveland,Nashville,732
Louisville,Charlotte,2969
Omaha,Nashville,2338
NewOrleans,Portland,3440
LosAngeles,Louisville,4985
Louisville,Aurora,1863
Honolulu,FortWorth,896
LongBeach,NewOrleans,745
LongBeach,Jacksonville,4632
Jacksonville,Dallas,4384
Houston,NewYork,4450
Louisville,Aurora,2043
Anaheim,Atlanta,3453
Omaha,Columbus,2679
Indianapolis,Phoenix,2347
Omaha,Philadelphia,173
Charlotte,Portland,1117
ElPaso,Tulsa,2806
Chicago,Detroit,4396
